{\rtf1\ansi\ansicpg1252\cocoartf2759
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fswiss\fcharset0 Helvetica;}
{\colortbl;\red255\green255\blue255;}
{\*\expandedcolortbl;;}
\margl1440\margr1440\vieww11520\viewh8400\viewkind0
\pard\tx566\tx1133\tx1700\tx2267\tx2834\tx3401\tx3968\tx4535\tx5102\tx5669\tx6236\tx6803\pardirnatural\partightenfactor0

\f0\fs24 \cf0 venue,title,authors,abstract,year,link,doi,pages,rank,peer_reviewed,area,gpt_confidence,gpt_note,file,original,type,publisher,acronym \
AAAI Conference on Artificial Intelligence,Participation Incentives in Approval-Based Committee Elections,Martin Bullinger;Chris Dong;Patrick Lederer;Clara Mehler,"In approval-based committee( ABC) voting, the goal is to choose a subset of predefined size of the candidates based on the voters\'92 approval preferences over the candidates. While this problem has attracted significant attention in recent years, the incentives for voters to participate in an election for a given ABC voting rule have been neglected so far. This paper is thus the first to explicitly study this property, typically called participation, for ABC voting rules. In particular, we show that all ABC scoring rules even satisfy group participation, whereas most sequential rules severely fail participation. We furthermore explore several escape routes to the impossibility for sequential ABC voting rules: we prove for many sequential rules that( i) they satisfy participation on laminar profiles, ( ii) voters who approve none of the elected candidates cannot benefit by abstaining, and( iii) it is NP-hard for a voter to decide whether she benefits from abstaining",2024,https://ojs.aaai.org/index.php/AAAI/article/view/28810,10.1609/aaai.v38i9.28810,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Game Theory and Economic Paradigms,AAAI,NA\
AAAI Conference on Artificial Intelligence,Participatory Budgeting Designs for the Real World,Roy Fairstein;Gerdus Benad\'e8;Kobi Gal,"Participatory budgeting engages the public in the process of allocating public money to different types of projects. PB designs differ in how voters are asked to express their preferences over candidate projects and how these preferences are aggregated to determine which projects to fund. This paper studies two fundamental questions in PB design. Which voting format and aggregation method to use, and how to evaluate the outcomes of these design decisions? We conduct an extensive empirical study in which 1 800 participants vote in four participatory budgeting elections in a controlled setting to evaluate the practical effects of the choice of voting format and aggregation rule. We find that k-approval leads to the best user experience. With respect to the aggregation rule, greedy aggregation leads to outcomes that are highly sensitive to the input format used and the fraction of the population that participates. The method of equal shares, in contrast, leads to outcomes that are not sensitive to the type of voting format used, and these outcomes are remarkably stable even when the majority of the population does not participate in the election. These results carry valuable insights for PB practitioners and social choice researchers.",2023,https://ojs.aaai.org/index.php/AAAI/article/view/25699,10.1609/aaai.v37i5.25699,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Game Theory and Economic Paradigms,AAAI,NA\
AAAI Conference on Artificial Intelligence,Participatory Budgeting with Donations and Diversity Constraints,Jiehua Chen;Martin Lackner;Jan Maly,"Participatory budgeting( PB) is a democratic process where citizens jointly decide on how to allocate public funds to indivisible projects. In this work, we focus on PB processes where citizens may provide additional money to projects they want to see funded. We introduce a formal framework for this kind of PB with donations. Our framework also allows for diversity constraints, meaning that each project belongs to one or more types, and there are lower and upper bounds on the number of projects of the same type that can be funded. We propose three general classes of methods for aggregating the citizens\'92 preferences in the presence of donations and analyze their axiomatic properties. Furthermore, we investigate the computational complexity of determining the outcome of a PB process with donations and of finding a citizen\'92s optimal donation strategy.",2022,https://ojs.aaai.org/index.php/AAAI/article/view/21163,10.1609/aaai.v36i9.21163,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Multiagent Systems,AAAI,NA\
AAAI Conference on Artificial Intelligence,Partner-Aware Algorithms in Decentralized Cooperative Bandit Teams,Erdem Biyik;Anusha Lalitha;Rajarshi Saha;Andrea Goldsmith;Dorsa Sadigh,"When humans collaborate with each other, they often make decisions by observing others and considering the consequences that their actions may have on the entire team, instead of greedily doing what is best for just themselves. We would like our AI agents to effectively collaborate in a similar way by capturing a model of their partners. In this work, we propose and analyze a decentralized Multi-Armed Bandit( MAB) problem with coupled rewards as an abstraction of more general multi-agent collaboration. We demonstrate that naive extensions of single-agent optimal MAB algorithms fail when applied for decentralized bandit teams. Instead, we propose a Partner-Aware strategy for joint sequential decision-making that extends the well-known single-agent Upper Confidence Bound algorithm. We analytically show that our proposed strategy achieves logarithmic regret, and provide extensive experiments involving human-AI and human-robot collaboration to validate our theoretical findings. Our results show that the proposed partner-aware strategy outperforms other known methods, and our human subject studies suggest humans prefer to collaborate with AI agents implementing our partner-aware strategy.",2022,https://ojs.aaai.org/index.php/AAAI/article/view/21158,10.1609/aaai.v36i9.21158,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Multiagent Systems,AAAI,NA\
AAAI Conference on Artificial Intelligence,PASS: Patch Automatic Skip Scheme for Efficient Real-Time Video Perception on Edge Devices,Qihua Zhou;Song Guo;Jun Pan;Jiacheng Liang;Zhenda Xu;Jingren Zhou,"Real-time video perception tasks are often challenging over the resource-constrained edge devices due to the concerns of accuracy drop and hardware overhead, where saving computations is the key to performance improvement. Existing methods either rely on domain-specific neural chips or priorly searched models, which require specialized optimization according to different task properties. In this work, we propose a general and task-independent Patch Automatic Skip Scheme( PASS) , a novel end-to-end learning pipeline to support diverse video perception settings by decoupling acceleration and tasks. The gist is to capture the temporal similarity across video frames and skip the redundant computations at patch level, where the patch is a non-overlapping square block in visual. PASS equips each convolution layer with a learnable gate to selectively determine which patches could be safely skipped without degrading model accuracy. As to each layer, a desired gate needs to make flexible skip decisions based on intermediate features without any annotations, which cannot be achieved by conventional supervised learning paradigm. To address this challenge, we are the first to construct a tough self-supervisory procedure for optimizing these gates, which learns to extract contrastive representation, i. e. , distinguishing similarity and difference, from frame sequence. These high-capacity gates can serve as a plug-and-play module for convolutional neural network( CNN) backbones to implement patch-skippable architectures, and automatically generate proper skip strategy to accelerate different video-based downstream tasks, e. g. , outperforming the state-of-the-art MobileHumanPose( MHP) in 3D pose estimation and FairMOT in multiple object tracking, by up to 9. 43 times and 12. 19 times speedups, respectively. By directly processing the raw data of frames, PASS can generalize to real-time video streams on commodity edge devices, e. g. , NVIDIA Jetson Nano, with efficient performance in realistic deployment.",2023,https://ojs.aaai.org/index.php/AAAI/article/view/25491,10.1609/aaai.v37i3.25491,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Computer Vision III,AAAI,NA\
AAAI Conference on Artificial Intelligence,PateGail: A Privacy-Preserving Mobility Trajectory Generator with Imitation Learning,Huandong Wang;Changzheng Gao;Yuchen Wu;Depeng Jin;Lina Yao;Yong Li,"Generating human mobility trajectories is of great importance to solve the lack of large-scale trajectory data in numerous applications, which is caused by privacy concerns. However, existing mobility trajectory generation methods still require real-world human trajectories centrally collected as the training data, where there exists an inescapable risk of privacy leakage. To overcome this limitation, in this paper, we propose PateGail, a privacy-preserving imitation learning model to generate mobility trajectories, which utilizes the powerful generative adversary imitation learning model to simulate the decision-making process of humans. Further, in order to protect user privacy, we train this model collectively based on decentralized mobility data stored in user devices, where personal discriminators are trained locally to distinguish and reward the real and generated human trajectories. In the training process, only the generated trajectories and their rewards obtained based on personal discriminators are shared between the server and devices, whose privacy is further preserved by our proposed perturbation mechanisms with theoretical proof to satisfy differential privacy. Further, to better model the human decision-making process, we propose a novel aggregation mechanism of the rewards obtained from personal discriminators. We theoretically prove that under the reward obtained based on the aggregation mechanism, our proposed model maximizes the lower bound of the discounted total rewards of users. Extensive experiments show that the trajectories generated by our model are able to resemble real-world trajectories in terms of five key statistical metrics, outperforming state-of-the-art algorithms by over 48. 03%. Furthermore, we demonstrate that the synthetic trajectories are able to efficiently support practical applications, including mobility prediction and location recommendation.",2023,https://ojs.aaai.org/index.php/AAAI/article/view/26700,10.1609/aaai.v37i12.26700,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Special Track on AI for Social Impact,AAAI,NA\
AAAI Conference on Artificial Intelligence,Path-Specific Counterfactual Fairness,Silvia Chiappa,"We consider the problem of learning fair decision systems from data in which a sensitive attribute might affect the decision along both fair and unfair pathways. We introduce a counterfactual approach to disregard effects along unfair pathways that does not incur in the same loss of individual-specific information as previous approaches. Our method corrects observations adversely affected by the sensitive attribute, and uses these to form a decision. We leverage recent developments in deep learning and approximate inference to develop a VAE-type method that is widely applicable to complex nonlinear models.",2019,https://ojs.aaai.org/index.php/AAAI/article/view/4777,10.1609/aaai.v33i01.33017801,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track: Reasoning under Uncertainty,AAAI,NA\
AAAI Conference on Artificial Intelligence,"Paths, Proofs, and Perfection: Developing a Human-Interpretable Proof System for Constrained Shortest Paths",Konstantin Sidorov;Gon\'e7alo Homem de Almeida Correia;Mathijs de Weerdt;Emir Demirovi\uc0\u263 ,"People want to rely on optimization algorithms for complex decisions but verifying the optimality of the solutions can then become a valid concern, particularly for critical decisions taken by non-experts in optimization. One example is the shortest-path problem on a network, occurring in many contexts from transportation to logistics to telecommunications. While the standard shortest-path problem is both solvable in polynomial time and certifiable by duality, introducing side constraints makes solving and certifying the solutions much harder. We propose a proof system for constrained shortest-path problems, which gives a set of logical rules to derive new facts about feasible solutions. The key trait of the proposed proof system is that it specifically includes high-level graph concepts within its reasoning steps( such as connectivity or path structure) , in contrast to, e. g. , using linear combinations of model constraints. Thus, using our proof system, we can provide a step-by-step, human-auditable explanation showing that the path given by an external solver cannot be improved. Additionally, to maximize the advantages of this setup, we propose a proof search procedure that specifically aims to find small proofs of this form using a procedure similar to A* search. We evaluate our proof system on constrained shortest path instances generated from real-world road networks and experimentally show that we may indeed derive more interpretable proofs compared to an integer programming approach, in some cases leading to much smaller proofs.",2024,https://ojs.aaai.org/index.php/AAAI/article/view/30068,10.1609/aaai.v38i18.30068,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Search and Optimization,AAAI,NA\
AAAI Conference on Artificial Intelligence,PATRON: Perspective-Aware Multitask Model for Referring Expression Grounding Using Embodied Multimodal Cues,Md Mofijul Islam;Alexi Gladstone;Tariq Iqbal,"Humans naturally use referring expressions with verbal utterances and nonverbal gestures to refer to objects and events. As these referring expressions can be interpreted differently from the speakers or the observers perspective, people effectively decide on the perspective in comprehending the expressions. However, existing models do not explicitly learn perspective grounding, which often causes the models to perform poorly in understanding embodied referring expressions. To make it exacerbate, these models are often trained on datasets collected in non-embodied settings without nonverbal gestures and curated from an exocentric perspective. To address these issues, in this paper, we present a perspective-aware multitask learning model, called PATRON, for relation and object grounding tasks in embodied settings by utilizing verbal utterances and nonverbal cues. In PATRON, we have developed a guided fusion approach, where a perspective grounding task guides the relation and object grounding task. Through this approach, PATRON learns disentangled task-specific and task-guidance representations, where task-guidance representations guide the extraction of salient multimodal features to ground the relation and object accurately. Furthermore, we have curated a synthetic dataset of embodied referring expressions with multimodal cues, called CAESAR-PRO. The experimental results suggest that PATRON outperforms the evaluated state-of-the-art visual-language models. Additionally, the results indicate that learning to ground perspective helps machine learning models to improve the performance of the relation and object grounding task. Furthermore, the insights from the extensive experimental results and the proposed dataset will enable researchers to evaluate visual-language models effectiveness in understanding referring expressions in other embodied settings.",2023,https://ojs.aaai.org/index.php/AAAI/article/view/25177,10.1609/aaai.v37i1.25177,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Computer Vision I,AAAI,NA\
AAAI Conference on Artificial Intelligence,Performance and Preferences: Interactive Refinement of Machine Learning Procedures,Ashish Kapoor;Bongshin Lee;Desney Tan;Eric Horvitz,"Problem-solving procedures have been typically aimed at achieving well-defined goals or satisfying straightforward preferences. However, learners and solvers may often generate rich multiattribute results with procedures guided by sets of controls that define different dimensions of quality. We explore methods that enable people to explore and express preferences about the operation of classification models in supervised multiclass learning. We leverage a leave-one-out confusion matrix that provides users with views and real-time controls of a model space. The approach allows people to consider in an interactive manner the global implications of local changes in decision boundaries. We focus on kernel classifiers and show the effectiveness of the methodology on a variety of tasks.",2021,https://ojs.aaai.org/index.php/AAAI/article/view/8340,10.1609/aaai.v26i1.8340,7,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,Multidisciplinary Topics,AAAI,NA\
AAAI Conference on Artificial Intelligence,Performance Guarantees for Homomorphisms beyond Markov Decision Processes,Sultan Javed Majeed;Marcus Hutter,"Most real-world problems have huge state and/or action spaces. Therefore, a naive application of existing tabular solution methods is not tractable on such problems. Nonetheless, these solution methods are quite useful if an agent has access to a relatively small state-action space homomorphism of the true environment and near-optimal performance is guaranteed by the map. A plethora of research is focused on the case when the homomorphism is a Markovian representation of the underlying process. However, we show that nearoptimal performance is sometimes guaranteed even if the homomorphism is non-Markovian.",2019,https://ojs.aaai.org/index.php/AAAI/article/view/4760,10.1609/aaai.v33i01.33017659,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,"AAAI Technical Track: Planning, Routing, and Scheduling",AAAI,NA\
AAAI Conference on Artificial Intelligence,Performative Federated Learning: A Solution to Model-Dependent and Heterogeneous Distribution Shifts,Kun Jin;Tongxin Yin;Zhongzhu Chen;Zeyu Sun;Xueru Zhang;Yang Liu;Mingyan Liu,"We consider a federated learning( FL) system consisting of multiple clients and a server, where the clients aim to collaboratively learn a common decision model from their distributed data. Unlike the conventional FL framework that assumes the clients data is static, we consider scenarios where the clients data distributions may be reshaped by the deployed decision model. In this work, we leverage the idea of distribution shift mappings in performative prediction to formalize this model-dependent data distribution shift and propose a performative FL framework. We first introduce necessary and sufficient conditions for the existence of a unique performative stable solution and characterize its distance to the performative optimal solution. Then we propose the performative FedAvg algorithm and show that it converges to the performative stable solution at a rate of O( 1/T) under both full and partial participation schemes. In particular, we use novel proof techniques and show how the clients heterogeneity influences the convergence. Numerical results validate our analysis and provide valuable insights into real-world applications.",2024,https://ojs.aaai.org/index.php/AAAI/article/view/29191,10.1609/aaai.v38i11.29191,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Machine Learning II,AAAI,NA\
AAAI Conference on Artificial Intelligence,Perpetual Voting: Fairness in Long-Term Decision Making,Martin Lackner,"In this paper we introduce a new voting formalism to support long-term collective decision making: perpetual voting rules. These are voting rules that take the history of previous decisions into account. Due to this additional information, perpetual voting rules may offer temporal fairness guarantees that cannot be achieved in singular decisions. In particular, such rules may enable minorities to have a fair( proportional) influence on the decision process and thus foster long-term participation of minorities. This paper explores the proposed voting rules via an axiomatic analysis as well as a quantitative evaluation by computer simulations. We identify two perpetual voting rules as particularly recommendable in long-term collective decision making.",2020,https://ojs.aaai.org/index.php/AAAI/article/view/5584,10.1609/aaai.v34i02.5584,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track: Game Theory and Economic Paradigms,AAAI,NA\
AAAI Conference on Artificial Intelligence,Personalized Reinforcement Learning with a Budget of Policies,Dmitry Ivanov;Omer Ben-Porat,"Personalization in machine learning( ML) tailors models decisions to the individual characteristics of users. While this approach has seen success in areas like recommender systems, its expansion into high-stakes fields such as healthcare and autonomous driving is hindered by the extensive regulatory approval processes involved. To address this challenge, we propose a novel framework termed represented Markov Decision Processes( r-MDPs) that is designed to balance the need for personalization with the regulatory constraints. In an r-MDP, we cater to a diverse user population, each with unique preferences, through interaction with a small set of representative policies. Our objective is twofold: efficiently match each user to an appropriate representative policy and simultaneously optimize these policies to maximize overall social welfare. We develop two deep reinforcement learning algorithms that efficiently solve r-MDPs. These algorithms draw inspiration from the principles of classic K-means clustering and are underpinned by robust theoretical foundations. Our empirical investigations, conducted across a variety of simulated environments, showcase the algorithms ability to facilitate meaningful personalization even under constrained policy budgets. Furthermore, they demonstrate scalability, efficiently adapting to larger policy budgets.",2024,https://ojs.aaai.org/index.php/AAAI/article/view/29169,10.1609/aaai.v38i11.29169,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Machine Learning II,AAAI,NA\
AAAI Conference on Artificial Intelligence,Personalized Robot Tutoring Using the Assistive Tutor POMDP( AT-POMDP),Aditi Ramachandran;Sarah Strohkorb Sebo;Brian Scassellati,"Selecting appropriate tutoring help actions that account for both a student\'92s content mastery and engagement level is essential for effective human tutors, indicating the critical need for these skills in autonomous tutors. In this work, we formulate the robot-student tutoring help action selection problem as the Assistive Tutor partially observable Markov decision process( AT-POMDP). We designed the AT-POMDP and derived its parameters based on data from a prior robot-student tutoring study. The policy that results from solving the AT-POMDP allows a robot tutor to decide upon the optimal tutoring help action to give a student, while maintaining a belief of the student\'92s mastery of the material and engagement with the task. This approach is validated through a between-subjects field study, which involved 4th grade students( n=28) interacting with a social robot solving long division problems over five sessions. Students who received help from a robot using the AT-POMDP policy demonstrated significantly greater learning gains than students who received help from a robot with a fixed help action selection policy. Our results demonstrate that this robust computational framework can be used effectively to deliver diverse and personalized tutoring support over time for students.",2019,https://ojs.aaai.org/index.php/AAAI/article/view/4807,10.1609/aaai.v33i01.33018050,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track: Robotics,AAAI,NA\
AAAI Conference on Artificial Intelligence,PIDS: An Intelligent Electric Power Management Platform,Yongqing Zheng;Han Yu;Yuliang Shi;Kun Zhang;Shuai Zhen;Lizhen Cui;Cyril Leung;Chunyan Miao,"Electricity information tracking systems are increasingly being adopted across China. Such systems can collect real-time power consumption data from users, and provide opportunities for artificial intelligence( AI) to help power companies and authorities make optimal demand-side management decisions. In this paper, we discuss power utilization improvement in Shandong Province, China with a deployed AI application - the Power Intelligent Decision Support( PIDS) platform. Based on improved short-term power consumption gap prediction, PIDS uses an optimal power adjustment plan which enables fine-grained Demand Response( DR) and Orderly Power Utilization( OPU) recommendations to ensure stable operation while minimizing power disruptions and improving fair treatment of participating companies. Deployed in August 2018, the platform is helping over 400 companies optimize their power consumption through DR while dynamically managing the OPU process for around 10, 000 companies. Compared to the previous system, power outage under PIDS through planned shutdown has been reduced from 16% to 0. 56%, resulting in significant gains in economic activities.",2020,https://ojs.aaai.org/index.php/AAAI/article/view/7027,10.1609/aaai.v34i08.7027,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,IAAI Technical Track: Deployed Papers,AAAI,NA\
AAAI Conference on Artificial Intelligence,Piecewise Linear Transformation \'96 Propagating Aleatoric Uncertainty in Neural Networks,Thomas Krapf;Michael Hagn;Paul Miethaner;Alexander Schiller;Lucas Luttner;Bernd Heinrich,"Real-world data typically exhibit aleatoric uncertainty which has to be considered during data-driven decision-making to assess the confidence of the decision provided by machine learning models. To propagate aleatoric uncertainty represented by probability distributions( PDs) through neural networks( NNs) , both sampling-based and function approximation-based methods have been proposed. However, these methods suffer from significant approximation errors and are not able to accurately represent predictive uncertainty in the NN output. In this paper, we present a novel method, Piecewise Linear Transformation( PLT) , for propagating PDs through NNs with piecewise linear activation functions( e. g. , ReLU NNs). PLT does not require sampling or specific assumptions about the PDs. Instead, it harnesses the piecewise linear structure of such NNs to determine the propagated PD in the output space. In this way, PLT supports the accurate quantification of predictive uncertainty based on the criterion exactness of the propagated PD. We assess this exactness in theory by showing error bounds for our propagated PD. Further, our experimental evaluation validates that PLT outperforms competing methods on publicly available real-world classification and regression datasets regarding exactness. Thus, the PDs propagated by PLT allow to assess the uncertainty of the provided decisions, offering valuable support.",2024,https://ojs.aaai.org/index.php/AAAI/article/view/30029,10.1609/aaai.v38i18.30029,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Reasoning under Uncertainty,AAAI,NA\
AAAI Conference on Artificial Intelligence,Pizza Sharing Is PPA-Hard,Argyrios Deligkas;John Fearnley;Themistoklis Melissourgos,"We study the computational complexity of computing solutions for the straight-cut and square-cut pizza sharing problems. We show that finding an approximate solution is PPA-hard for the straight-cut problem, and PPA-complete for the square-cut problem, while finding an exact solution for the square-cut problem is FIXP-hard and in BU. Our PPA-hardness results apply even when all mass distributions are unions of non-overlapping squares, and our FIXP-hardness result applies even when all mass distributions are unions of weighted squares and right-angled triangles. We also prove that decision variants of the square-cut problem are hard: the approximate problem is NP-complete, and the exact problem is ETR-complete.",2022,https://ojs.aaai.org/index.php/AAAI/article/view/20426,10.1609/aaai.v36i5.20426,9,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Technical Track on Game Theory and Economic Paradigms,AAAI,NA\
AAAI Conference on Artificial Intelligence,Planning and Learning for Decentralized MDPs With Event Driven Rewards,Tarun Gupta;Akshat Kumar;Praveen Paruchuri,"Decentralized( PO) MDPs provide a rigorous framework for sequential multiagent decision making under uncertainty. However, their high computational complexity limits the practical impact. To address scalability and real-world impact, we focus on settings where a large number of agents primarily interact through complex joint-rewards that depend on their entire histories of states and actions. Such history-based rewards encapsulate the notion of events or tasks such that the team reward is given only when the joint-task is completed. Algorithmically, we contribute---1) A nonlinear programming( NLP) formulation for such event-based planning model; 2) A probabilistic inference based approach that scales much better than NLP solvers for a large number of agents; 3) A policy gradient based multiagent reinforcement learning approach that scales well even for exponential state-spaces. Our inference and RL-based advances enable us to solve a large real-world multiagent coverage problem modeling schedule coordination of agents in a real urban subway network where other approaches fail to scale.",2018,https://ojs.aaai.org/index.php/AAAI/article/view/12096,10.1609/aaai.v32i1.12096,NA,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,Main Track: Planning and Scheduling,AAAI,NA\
AAAI Conference on Artificial Intelligence,Planning and Learning for Non-markovian Negative Side Effects Using Finite State Controllers,Aishwarya Srivastava;Sandhya Saisubramanian;Praveen Paruchuri;Akshat Kumar;Shlomo Zilberstein,"Autonomous systems are often deployed in the open world where it is hard to obtain complete specifications of objectives and constraints. Operating based on an incomplete model can produce negative side effects( NSEs) , which affect the safety and reliability of the system. We focus on mitigating NSEs in environments modeled as Markov decision processes( MDPs). First, we learn a model of NSEs using observed data that contains state-action trajectories and severity of associated NSEs. Unlike previous works that associate NSEs with state-action pairs, our framework associates NSEs with entire trajectories, which is more general and captures non-Markovian dependence on states and actions. Second, we learn finite state controllers( FSCs) that predict NSE severity for a given trajectory and generalize well to unseen data. Finally, we develop a constrained MDP model that uses information from the underlying MDP and the learned FSC for planning while avoiding NSEs. Our empirical evaluation demonstrates the effectiveness of our approach in learning and mitigating Markovian and non-Markovian NSEs.",2023,https://ojs.aaai.org/index.php/AAAI/article/view/26767,10.1609/aaai.v37i12.26767,8,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,AAAI Special Track on Safe and Robust AI,AAAI,NA\
AAAI Conference on Artificial Intelligence,Planning in Factored Action Spaces with Symbolic Dynamic Programming,Aswin Raghavan;Saket Joshi;Alan Fern;Prasad Tadepalli;Roni Khardon,"We consider symbolic dynamic programming( SDP) for solving Markov Decision Processes( MDP) with factored state and action spaces, where both states and actions are described by sets of discrete variables. Prior work on SDP has considered only the case of factored states and ignored structure in the action space, causing them to scale poorly in terms of the number of action variables. Our main contribution is to present the first SDP-based planning algorithm for leveraging both state and action space structure in order to compute compactly represented value functions and policies. Since our new algorithm can potentially require more space than when action structure is ignored, our second contribution is to describe an approach for smoothly trading-off space versus time via recursive conditioning. Finally, our third contribution is to introduce a novel SDP approximation that often significantly reduces planning time with little loss in quality by exploiting action structure in weakly coupled MDPs. We present empirical results in three domains with factored action spaces that show that our algorithms scale much better with the number of action variables as compared to state-of-the-art SDP algorithms.",2021,https://ojs.aaai.org/index.php/AAAI/article/view/8364,10.1609/aaai.v26i1.8364,7,top-tier,yes,artificial intelligence,0.9,"The AAAI Conference on Artificial Intelligence is a leading conference in AI. It is known for its rigorous peer review process and significant impact within the research community, helping to establish it as a top-tier venue.",aaai_venues.csv,Proceedings of the AAAI Conference on Artificial Intelligence,"Reasoning about Plans, Processes and Actions",AAAI,NA\
